Side,Rank,Top_Current_Champ,Top_games_on_role,Top_games_on_champ,Top_Win,Top_Lose,Top_Win_2,Top_Win_5,Jg_Current_Champ,Jg_games_on_role,Jg_games_on_champ,Jg_Win,Jg_Lose,Jg_Win_2,Jg_Win_5,Mid_Current_Champ,Mid_games_on_role,Mid_games_on_champ,Mid_Win,Mid_Lose,Mid_Win_2,Mid_Win_5,Bot_Current_Champ,Bot_games_on_role,Bot_games_on_champ,Bot_Win,Bot_Lose,Bot_Win_2,Bot_Win_5,Sup_Current_Champ,Sup_games_on_role,Sup_games_on_champ,Sup_Win,Sup_Lose,Sup_Win_2,Sup_Win_5,Top_Enemy_Champ,Jg_Enemy_Champ,Mid_Enemy_Champ,Bot_Enemy_Champ,Sup_Enemy_Champ,Top_First_Bloods,Top_Double_Kills,Top_Triple_Kills,Top_Quadra_Kills,Top_Penta_Kills,Top_KDA,Top_Kills,Top_Deaths,Top_Assists,Top_CS,Top_Damage_Dealt,Top_Damage_Taken,Top_Gold_Earned,Top_Turret_Damage,Top_Turret_Kills,Top_Turrt_Takedowns,Top_VisionW_Bought,Top_VisionW_Placed,Top_Wards_Placed,Top_Wards_Killed,Top_CC_Score,Jg_First_Bloods,Jg_Double_Kills,Jg_Triple_Kills,Jg_Quadra_Kills,Jg_Penta_Kills,Jg_KDA,Jg_Kills,Jg_Deaths,Jg_Assists,Jg_CS,Jg_Damage_Dealt,Jg_Damage_Taken,Jg_Gold_Earned,Jg_Turret_Damage,Jg_Turret_Kills,Jg_Turrt_Takedowns,Jg_VisionW_Bought,Jg_VisionW_Placed,Jg_Wards_Placed,Jg_Wards_Killed,Jg_CC_Score,Mid_First_Bloods,Mid_Double_Kills,Mid_Triple_Kills,Mid_Quadra_Kills,Mid_Penta_Kills,Mid_KDA,Mid_Kills,Mid_Deaths,Mid_Assists,Mid_CS,Mid_Damage_Dealt,Mid_Damage_Taken,Mid_Gold_Earned,Mid_Turret_Damage,Mid_Turret_Kills,Mid_Turrt_Takedowns,Mid_VisionW_Bought,Mid_VisionW_Placed,Mid_Wards_Placed,Mid_Wards_Killed,Mid_CC_Score,Bot_First_Bloods,Bot_Double_Kills,Bot_Triple_Kills,Bot_Quadra_Kills,Bot_Penta_Kills,Bot_KDA,Bot_Kills,Bot_Deaths,Bot_Assists,Bot_CS,Bot_Damage_Dealt,Bot_Damage_Taken,Bot_Gold_Earned,Bot_Turret_Damage,Bot_Turret_Kills,Bot_Turrt_Takedowns,Bot_VisionW_Bought,Bot_VisionW_Placed,Bot_Wards_Placed,Bot_Wards_Killed,Bot_CC_Score,Sup_First_Bloods,Sup_Double_Kills,Sup_Triple_Kills,Sup_Quadra_Kills,Sup_Penta_Kills,Sup_KDA,Sup_Kills,Sup_Deaths,Sup_Assists,Sup_CS,Sup_Damage_Dealt,Sup_Damage_Taken,Sup_Gold_Earned,Sup_Turret_Damage,Sup_Turret_Kills,Sup_Turrt_Takedowns,Sup_VisionW_Bought,Sup_VisionW_Placed,Sup_Wards_Placed,Sup_Wards_Killed,Sup_CC_Score
Blue,Diamond,Irelia,17,5,17,3,2,5,Graves,7,3,10,10,0,2,Ahri,18,1,7,13,0,1,Jinx,20,6,12,8,1,2,Lulu,17,0,11,9,1,4,Jayce,Hecarim,Sylas,Jinx,Leona,0,9,2,0,0,3.959761904761905,6.2,3.75,5.8,188.1,17502.1,22167.7,11481.75,2890.55,1.25,2.4,0.0,0.0,6.45,1.15,5.7,1,4,0,0,0,2.5843001443001445,4.45,7.15,10.15,102.05,16058.2,17023.9,10700.3,1393.85,0.75,1.95,4.45,3.6,18.9,6.6,34.65,1,13,0,0,0,51.90512265512266,104,138,109,3327,281656,370227,207505,52488,21,30,32,21,114,21,313,1,14,3,0,0,3.3355555555555556,6.05,4.7,5.9,187.55,14353.7,15862.65,11192.2,3722.65,1.55,2.35,1.0,0.55,5.1,2.55,5.2,1,1,1,0,0,2.718968253968254,2.05,6.55,12.25,37.15,8011.65,15755.7,7742.0,1008.85,0.2,1.65,7.3,6.3,29.9,7.5,33.8
