
top_lane_Champ,top_lane_Summoner_Spell_D,top_lane_Summoner_Spell_F,top_lane_Kills,top_lane_KDA,top_lane_Deaths,top_lane_Assists,top_lane_CS,top_lane_Damage_Dealt,top_lane_Damage_Taken,top_lane_Gold_Earned,top_lane_Turret_Damage,top_lane_Turret_Kills,top_lane_Turret_Takedowns,top_lane_VisionW_Bought,top_lane_VisionW_Placed,top_lane_Wards_Placed,top_lane_Wards_Killed,top_lane_CC_Score,top_lane_Kills_5,top_lane_Deaths_5,top_lane_Assists_5,top_lane_CS_5,top_lane_Kills_10,top_lane_Deaths_10,top_lane_Assists_10,top_lane_CS_10,top_lane_Kills_15,top_lane_Deaths_15,top_lane_Assists_15,top_lane_CS_15,role_count,count,jungle_Champ,jungle_Summoner_Spell_D,jungle_Summoner_Spell_F,jungle_Kills,jungle_KDA,jungle_Deaths,jungle_Assists,jungle_CS,jungle_Damage_Dealt,jungle_Damage_Taken,jungle_Gold_Earned,jungle_Turret_Damage,jungle_Turret_Kills,jungle_Turret_Takedowns,jungle_VisionW_Bought,jungle_VisionW_Placed,jungle_Wards_Placed,jungle_Wards_Killed,jungle_CC_Score,jungle_Kills_5,jungle_Deaths_5,jungle_Assists_5,jungle_CS_5,jungle_Kills_10,jungle_Deaths_10,jungle_Assists_10,jungle_CS_10,jungle_Kills_15,jungle_Deaths_15,jungle_Assists_15,jungle_CS_15,mid_lane_Champ,mid_lane_Summoner_Spell_D,mid_lane_Summoner_Spell_F,mid_lane_Kills,mid_lane_KDA,mid_lane_Deaths,mid_lane_Assists,mid_lane_CS,mid_lane_Damage_Dealt,mid_lane_Damage_Taken,mid_lane_Gold_Earned,mid_lane_Turret_Damage,mid_lane_Turret_Kills,mid_lane_Turret_Takedowns,mid_lane_VisionW_Bought,mid_lane_VisionW_Placed,mid_lane_Wards_Placed,mid_lane_Wards_Killed,mid_lane_CC_Score,mid_lane_Kills_5,mid_lane_Deaths_5,mid_lane_Assists_5,mid_lane_CS_5,mid_lane_Kills_10,mid_lane_Deaths_10,mid_lane_Assists_10,mid_lane_CS_10,mid_lane_Kills_15,mid_lane_Deaths_15,mid_lane_Assists_15,mid_lane_CS_15,bot_lane_Champ,bot_lane_Summoner_Spell_D,bot_lane_Summoner_Spell_F,bot_lane_Kills,bot_lane_KDA,bot_lane_Deaths,bot_lane_Assists,bot_lane_CS,bot_lane_Damage_Dealt,bot_lane_Damage_Taken,bot_lane_Gold_Earned,bot_lane_Turret_Damage,bot_lane_Turret_Kills,bot_lane_Turret_Takedowns,bot_lane_VisionW_Bought,bot_lane_VisionW_Placed,bot_lane_Wards_Placed,bot_lane_Wards_Killed,bot_lane_CC_Score,bot_lane_Kills_5,bot_lane_Deaths_5,bot_lane_Assists_5,bot_lane_CS_5,bot_lane_Kills_10,bot_lane_Deaths_10,bot_lane_Assists_10,bot_lane_CS_10,bot_lane_Kills_15,bot_lane_Deaths_15,bot_lane_Assists_15,bot_lane_CS_15,utility_Champ,utility_Summoner_Spell_D,utility_Summoner_Spell_F,utility_Kills,utility_KDA,utility_Deaths,utility_Assists,utility_CS,utility_Damage_Dealt,utility_Damage_Taken,utility_Gold_Earned,utility_Turret_Damage,utility_Turret_Kills,utility_Turret_Takedowns,utility_VisionW_Bought,utility_VisionW_Placed,utility_Wards_Placed,utility_Wards_Killed,utility_CC_Score,utility_Kills_5,utility_Deaths_5,utility_Assists_5,utility_CS_5,utility_Kills_10,utility_Deaths_10,utility_Assists_10,utility_CS_10,utility_Kills_15,utility_Deaths_15,utility_Assists_15,utility_CS_15
Jayce,4.0,12.0,4.0,1.0,7.0,8.0,167.0,14753.0,18537.0,10483.0,5018.0,1.0,1.0,2.0,1.0,9.0,0.0,10.0,0.0,1.0,0.0,32.0,0.0,2.0,2.0,65.0,1.0,4.0,2.0,95.0,180.0,120,Hecarim,11.0,6.0,5.0,2.0,5.0,8.0,157.0,9079.0,31774.0,10035.0,183.0,0.0,1.0,1.0,0.0,2.0,5.0,21.0,1.0,0.0,1.0,28.0,3.0,0.0,1.0,65.0,3.0,2.0,1.0,91.0,Sylas,14.0,4.0,13.0,2.0,8.0,9.0,122.0,27892.0,31983.0,13743.0,4496.0,2.0,2.0,1.0,1.0,8.0,0.0,40.0,1.0,1.0,1.0,22.0,2.0,2.0,2.0,49.0,5.0,4.0,6.0,79.0,Jinx,7.0,4.0,12.0,2.0,9.0,11.0,171.0,27016.0,17359.0,14026.0,4709.0,1.0,1.0,3.0,3.0,10.0,3.0,25.0,2.0,1.0,1.0,28.0,3.0,3.0,2.0,76.0,6.0,5.0,5.0,101.0,Jarvan IV,4.0,21.0,2.0,1.0,13.0,15.0,37.0,6330.0,25646.0,7354.0,546.0,0.0,2.0,0.0,0.0,20.0,4.0,18.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,15.0,2.0,6.0,5.0,18.0
